,FCLTY_NM,EVENT_SDIV_NM,EVENT_NM,RENTLSPCE_BEGIN_DE,RENTLSPCE_END_DE,REQST_EVENT_NMPR_CO,EXCCLC_EVENT_NMPR_CO,ISE_ELSE_FLAG_NM,USE_DAY_CO,WEEKDAY_BEGIN,WEEKDAY_END,WEEKEND,HOLIDAY,YEAR_END,BEGIN_AVG_WEEKDAY,END_AVG_WEEKDAY,AVG_MONTH,년도,월,계절,텍스트,유사공연_가중평균
1161,핸드볼경기장,문화예술행사,2020 성규 단독 콘서트,2020-02-07,2020-02-09,7518,7568,내부,3,4,6,1,0,0,9870.415686,9046.74234,5050.405063,2020년,2월,겨울,핸드볼경기장 문화예술행사 2020 성규 단독 콘서트 2020년 2월 겨울 내부,5441.584251
1162,올림픽홀,문화예술행사,2020 ATEEZ 콘서트,2020-02-08,2020-02-09,6000,3820,내부,2,5,6,1,0,0,6682.392273,9046.74234,5050.405063,2020년,2월,겨울,올림픽홀 문화예술행사 2020 ATEEZ 콘서트 2020년 2월 겨울 내부,5408.454866
1163,우리금융아트홀,대중공연,이승환 fall to fly 콘서트,2020-02-08,2020-02-09,2368,1673,내부,2,5,6,1,0,0,6682.392273,9046.74234,5050.405063,2020년,2월,겨울,우리금융아트홀 대중공연 이승환 fall to fly 콘서트 2020년 2월 겨울 내부,3552.466393
1164,올림픽홀,대중공연,2020잔나비 전국투어 콘서트 -서울,2020-02-15,2020-02-16,5600,5765,내부,2,5,6,1,0,0,6682.392273,9046.74234,5050.405063,2020년,2월,겨울,올림픽홀 대중공연 2020잔나비 전국투어 콘서트 -서울 2020년 2월 겨울 내부,4024.605482
1165,K-아트홀,순수예술공연,창극으로 보는 땀띠 콘서트 “땀띠와 꿈을!!”,2020-07-04,2020-07-04,30,30,내부,1,5,5,1,0,0,6682.392273,3467.288401,6792.970874,2020년,7월,여름,K-아트홀 순수예술공연 창극으로 보는 땀띠 콘서트 “땀띠와 꿈을!!” 2020년 7월 여름 내부,846.1012729
1166,K-아트홀,대중공연,다린 콘서트 숲 : 첫 번째 이야기,2020-07-11,2020-07-12,720,419,내부,2,5,6,1,0,0,6682.392273,9046.74234,6792.970874,2020년,7월,여름,K-아트홀 대중공연 다린 콘서트 숲 : 첫 번째 이야기 2020년 7월 여름 내부,1226.973815
1167,K-아트홀,순수예술공연,탈북예술가들과 공명이 함께 하는 “통일 음악이야기”,2020-07-31,2020-07-31,30,30,내부,1,4,4,0,0,0,9870.415686,2788.224138,6792.970874,2020년,7월,여름,K-아트홀 순수예술공연 탈북예술가들과 공명이 함께 하는 “통일 음악이야기” 2020년 7월 여름 내부,785.3408616
1168,뮤즈라이브,문화예술행사,뮤지컬 허풍선이 극장의 비밀,2020-09-28,2020-10-18,2200,1169,내부,21,0,6,1,1,0,4026.73913,9046.74234,5362.772727,2020년,9월 10월,,뮤즈라이브 문화예술행사 뮤지컬 허풍선이 극장의 비밀 2020년 9월 10월  내부,2288.171561
1169,올림픽홀,대중공연,NELL’S SEASON 2020 ‘LET THE HOPE SHINE IN’,2020-10-23,2020-10-25,3700,2919,내부,3,4,6,1,0,0,9870.415686,9046.74234,10281.05325,2020년,10월,가을,올림픽홀 대중공연 NELL’S SEASON 2020 ‘LET THE HOPE SHINE IN’ 2020년 10월 가을 내부,3652.473748
1170,올림픽홀,대중공연,[ 2020 Theatre 이문세 ],2020-11-13,2020-11-14,3000,3500,내부,2,4,5,1,0,0,9870.415686,3467.288401,5637.125,2020년,11월,가을,올림픽홀 대중공연 [ 2020 Theatre 이문세 ] 2020년 11월 가을 내부,4195.938602
1171,핸드볼경기장,체육행사,#2020 댄스스포츠 국가대표 선발전,2020-11-25,2020-11-25,100,140,내부,1,2,2,0,0,0,4465.204819,5102.242857,5637.125,2020년,11월,가을,핸드볼경기장 체육행사 #2020 댄스스포츠 국가대표 선발전 2020년 11월 가을 내부,3403.101223
1172,올림픽홀,문화예술행사,BTS 기자 간담회 (대외비),2021-05-21,2021-05-21,150,350,내부,1,4,4,0,0,0,9870.415686,2788.224138,7317.985075,2021년,5월,봄,올림픽홀 문화예술행사 BTS 기자 간담회 (대외비) 2021년 5월 봄 내부,3593.084682
1173,올림픽홀,대중공연,팬텀싱어 올스타전 갈라 콘체르토,2021-05-28,2021-06-07,16074,17517,내부,11,4,0,0,1,0,9870.415686,19989.09615,7317.985075,2021년,5월 6월,,올림픽홀 대중공연 팬텀싱어 올스타전 갈라 콘체르토 2021년 5월 6월  내부,2843.148898
1174,우리금융아트홀,문화예술행사,2021 임한별 <더 클래식> 서울,2021-06-12,2021-06-20,2400,1718,내부,9,5,6,1,0,0,6682.392273,9046.74234,6191.480392,2021년,6월,여름,우리금융아트홀 문화예술행사 2021 임한별 <더 클래식> 서울 2021년 6월 여름 내부,4390.011942
1175,올림픽홀,문화예술행사,(가제) 2021 자우림 앨범발매기념 단독콘서트,2021-06-18,2021-06-20,5700,4653,내부,3,4,6,1,0,0,9870.415686,9046.74234,6191.480392,2021년,6월,여름,올림픽홀 문화예술행사 (가제) 2021 자우림 앨범발매기념 단독콘서트 2021년 6월 여름 내부,1924.934493
1176,88잔디마당,문화예술행사,뷰티풀 민트 라이프 2021,2021-06-26,2021-06-27,6000,7418,외부,2,5,6,1,0,0,6682.392273,9046.74234,6191.480392,2021년,6월,여름,88잔디마당 문화예술행사 뷰티풀 민트 라이프 2021 2021년 6월 여름 외부,9430.614851
1177,올림픽홀,문화예술행사,더 포레스텔라 2021,2021-06-26,2021-06-27,3000,3702,내부,2,5,6,1,0,0,6682.392273,9046.74234,6191.480392,2021년,6월,여름,올림픽홀 문화예술행사 더 포레스텔라 2021 2021년 6월 여름 내부,2874.499725
1178,KSPO DOME(체조경기장),문화예술행사,뷰티풀 민트 라이프 2021,2021-06-26,2021-06-27,9900,240,내부,2,5,6,1,0,0,6682.392273,9046.74234,6191.480392,2021년,6월,여름,KSPO DOME(체조경기장) 문화예술행사 뷰티풀 민트 라이프 2021 2021년 6월 여름 내부,19473.45185
1179,KSPO DOME(체조경기장),문화예술행사,내일은 미스터트롯 TOP6 굿바이 콘서트 - 서울,2021-07-02,2021-07-04,29500,23617,내부,3,4,6,1,0,0,9870.415686,9046.74234,6792.970874,2021년,7월,여름,KSPO DOME(체조경기장) 문화예술행사 내일은 미스터트롯 TOP6 굿바이 콘서트 - 서울 2021년 7월 여름 내부,26445.35237
1180,올림픽홀,문화예술행사,싱어게인 TOP10 전국투어 콘서트 - 서울앵콜,2021-07-02,2021-07-04,10000,8479,내부,3,4,6,1,0,0,9870.415686,9046.74234,6792.970874,2021년,7월,여름,올림픽홀 문화예술행사 싱어게인 TOP10 전국투어 콘서트 - 서울앵콜 2021년 7월 여름 내부,5795.214783
1181,올림픽홀,체육행사,2020 제32회 도쿄하계올림픽대회 대한민국 선수단 결단식,2021-07-08,2021-07-08,99,180,내부,1,3,3,0,0,0,15796.44595,3046.842105,6792.970874,2021년,7월,여름,올림픽홀 체육행사 2020 제32회 도쿄하계올림픽대회 대한민국 선수단 결단식 2021년 7월 여름 내부,1552.711159
1182,우리금융아트홀,대중공연,박혜원 - HYNN 여름,2021-07-17,2021-07-17,600,605,내부,1,5,5,1,0,0,6682.392273,3467.288401,6792.970874,2021년,7월,여름,우리금융아트홀 대중공연 박혜원 - HYNN 여름 2021년 7월 여름 내부,2511.72484
1183,올림픽홀,대중공연,라비던스 단독콘서트(안),2021-08-07,2021-08-08,3572,2156,내부,2,5,6,1,0,0,6682.392273,9046.74234,7725.131868,2021년,8월,여름,올림픽홀 대중공연 라비던스 단독콘서트(안) 2021년 8월 여름 내부,3452.582577
1184,올림픽홀,대중공연,라포엠(LA POEM) 첫 번째 단독 콘서트 - 서울,2021-08-13,2021-08-15,5100,4671,내부,3,4,6,1,1,0,9870.415686,9046.74234,7725.131868,2021년,8월,여름,올림픽홀 대중공연 라포엠(LA POEM) 첫 번째 단독 콘서트 - 서울 2021년 8월 여름 내부,4549.511303
1185,뮤즈라이브,문화예술행사,가수 이정권 콘서트,2021-08-20,2021-08-21,236,200,내부,2,4,5,1,0,0,9870.415686,3467.288401,7725.131868,2021년,8월,여름,뮤즈라이브 문화예술행사 가수 이정권 콘서트 2021년 8월 여름 내부,363.2479588
1186,우리금융아트홀,대중공연,[ 2021 Theatre 이문세 ],2021-09-03,2021-09-12,2000,2951,내부,10,4,6,1,0,0,9870.415686,9046.74234,5362.772727,2021년,9월,가을,우리금융아트홀 대중공연 [ 2021 Theatre 이문세 ] 2021년 9월 가을 내부,2713.419701
1187,올림픽홀,문화예술행사,더 포레스텔라 2021,2021-09-04,2021-09-05,3000,3678,내부,2,5,6,1,0,0,6682.392273,9046.74234,5362.772727,2021년,9월,가을,올림픽홀 문화예술행사 더 포레스텔라 2021 2021년 9월 가을 내부,3104.412232
1188,올림픽홀,문화예술행사,2021 넬 단독 콘서트 NELL'S SEASON 2021,2021-09-10,2021-09-12,5000,3828,내부,3,4,6,1,0,0,9870.415686,9046.74234,5362.772727,2021년,9월,가을,올림픽홀 문화예술행사 2021 넬 단독 콘서트 NELL'S SEASON 2021 2021년 9월 가을 내부,3262.39701
1189,올림픽홀,문화예술행사,더 포레스텔라 2021 앙코르,2021-09-18,2021-09-19,3000,2693,내부,2,5,6,1,0,0,6682.392273,9046.74234,5362.772727,2021년,9월,가을,올림픽홀 문화예술행사 더 포레스텔라 2021 앙코르 2021년 9월 가을 내부,3322.112588
1190,올림픽홀,대중공연,TREASURE 2021 PRIVATE STAGE [TEU-DAY],2021-10-02,2021-10-02,1999,1425,내부,1,5,5,1,0,0,6682.392273,3467.288401,10281.05325,2021년,10월,가을,올림픽홀 대중공연 TREASURE 2021 PRIVATE STAGE [TEU-DAY] 2021년 10월 가을 내부,2701.978838
1191,올림픽홀,대중공연,하성운 콘서트 Forest & in 서울,2021-10-08,2021-10-10,5889,4667,내부,3,4,6,1,1,0,9870.415686,9046.74234,10281.05325,2021년,10월,가을,올림픽홀 대중공연 하성운 콘서트 Forest & in 서울 2021년 10월 가을 내부,2419.096824
1192,올림픽홀,문화예술행사,2021 김희재 단독 콘서트,2021-10-29,2021-10-31,6000,5041,내부,3,4,6,1,0,0,9870.415686,9046.74234,10281.05325,2021년,10월,가을,올림픽홀 문화예술행사 2021 김희재 단독 콘서트 2021년 10월 가을 내부,3346.281948
1193,올림픽홀,문화예술행사,2021 폴킴 전국투어 콘서트-서울_기획공연,2021-11-06,2021-11-07,3628,4470,내부,2,5,6,1,0,0,6682.392273,9046.74234,5637.125,2021년,11월,가을,올림픽홀 문화예술행사 2021 폴킴 전국투어 콘서트-서울_기획공연 2021년 11월 가을 내부,4804.568575
1194,올림픽홀,문화예술행사,2021 대한민국 해군 호국 음악회,2021-11-09,2021-11-09,1200,854,내부,1,1,1,0,0,0,5544.786885,6651.4375,5637.125,2021년,11월,가을,올림픽홀 문화예술행사 2021 대한민국 해군 호국 음악회 2021년 11월 가을 내부,2767.933107
1195,올림픽홀,문화예술행사,"싱어게인 TOP3 '이승윤,정홍일,이무진' 전국투어 콘서트 - 서울",2021-11-12,2021-11-14,6000,5094,내부,3,4,6,1,0,0,9870.415686,9046.74234,5637.125,2021년,11월,가을,"올림픽홀 문화예술행사 싱어게인 TOP3 '이승윤,정홍일,이무진' 전국투어 콘서트 - 서울 2021년 11월 가을 내부",5033.907073
1196,올림픽홀,대중공연,2021 WINNER CONCERT(가제),2021-11-19,2021-11-21,4000,4309,내부,3,4,6,1,0,0,9870.415686,9046.74234,5637.125,2021년,11월,가을,올림픽홀 대중공연 2021 WINNER CONCERT(가제) 2021년 11월 가을 내부,3338.623032
1197,뮤즈라이브,문화예술행사,2021 제30회 루체른동계유니버시아드대회 대한민국 선수단 결단식,2021-11-24,2021-11-24,150,60,내부,1,2,2,0,0,0,4465.204819,5102.242857,5637.125,2021년,11월,가을,뮤즈라이브 문화예술행사 2021 제30회 루체른동계유니버시아드대회 대한민국 선수단 결단식 2021년 11월 가을 내부,1582.630774
1198,올림픽홀,문화예술행사,(가제) 2021 자우림 앨범발매 기념 단독 콘서트,2021-11-26,2021-11-28,5250,5100,내부,3,4,6,1,0,0,9870.415686,9046.74234,5637.125,2021년,11월,가을,KSPO DOME(체조경기장) 문화예술행사 슈퍼밴드2 갈라 콘서트 2021년 11월 가을 내부,13828.24987
1199,KSPO DOME(체조경기장),문화예술행사,슈퍼밴드2 갈라 콘서트,2021-11-26,2021-11-28,20000,6726,내부,3,4,6,1,0,0,9870.415686,9046.74234,5637.125,2021년,11월,가을,올림픽홀 문화예술행사 (가제) 2021 자우림 앨범발매 기념 단독 콘서트 2021년 11월 가을 내부,4514.171662
1200,올림픽홀,문화예술행사,2021 어반자카파 연말 콘서트 ‘겨울’(가제),2021-12-03,2021-12-05,6000,3903,내부,3,4,6,1,0,0,9870.415686,9046.74234,9088.03012,2021년,12월,겨울,올림픽홀 문화예술행사 2021 어반자카파 연말 콘서트 ‘겨울’(가제) 2021년 12월 겨울 내부,4420.112095
1201,올림픽홀,문화예술행사,(가제) 2021 윤하 연말 단독 콘서트,2021-12-10,2021-12-12,5200,5767,내부,3,4,6,1,0,0,9870.415686,9046.74234,9088.03012,2021년,12월,겨울,올림픽홀 문화예술행사 (가제) 2021 윤하 연말 단독 콘서트 2021년 12월 겨울 내부,4475.238324
1202,핸드볼경기장,문화예술행사,2021 WOODZ 단독 콘서트,2021-12-11,2021-12-12,4400,2229,내부,2,5,6,1,0,0,6682.392273,9046.74234,9088.03012,2021년,12월,겨울,KSPO DOME(체조경기장) 문화예술행사 쇼미더머니10페스티벌 2021년 12월 겨울 내부,19364.01384
1203,KSPO DOME(체조경기장),문화예술행사,쇼미더머니10페스티벌,2021-12-11,2021-12-12,11000,8227,내부,2,5,6,1,0,0,6682.392273,9046.74234,9088.03012,2021년,12월,겨울,핸드볼경기장 문화예술행사 2021 WOODZ 단독 콘서트 2021년 12월 겨울 내부,3821.408909
1204,올림픽홀,문화예술행사,2021 에픽하이 콘서트,2021-12-17,2021-12-19,6000,4950,내부,3,4,6,1,0,0,9870.415686,9046.74234,9088.03012,2021년,12월,겨울,KSPO DOME(체조경기장) 문화예술행사 2021 나훈아 송년콘서트(가제) 2021년 12월 겨울 내부,11818.05533
1205,핸드볼경기장,문화예술행사,2021 정승환 연말 콘서트,2021-12-17,2021-12-19,6900,5217,내부,3,4,6,1,0,0,9870.415686,9046.74234,9088.03012,2021년,12월,겨울,핸드볼경기장 문화예술행사 2021 정승환 연말 콘서트 2021년 12월 겨울 내부,4160.008251
1206,KSPO DOME(체조경기장),문화예술행사,2021 나훈아 송년콘서트(가제),2021-12-17,2021-12-19,15000,19059,내부,3,4,6,1,0,0,9870.415686,9046.74234,9088.03012,2021년,12월,겨울,올림픽홀 문화예술행사 2021 에픽하이 콘서트 2021년 12월 겨울 내부,4519.943273
1207,뮤즈라이브,문화예술행사,2021 대한민국 스포츠영웅 헌액식,2021-12-22,2021-12-22,100,60,내부,1,2,2,0,0,1,4465.204819,5102.242857,9088.03012,2021년,12월,겨울,뮤즈라이브 문화예술행사 2021 대한민국 스포츠영웅 헌액식 2021년 12월 겨울 내부,2353.110722
1208,핸드볼경기장,문화예술행사,2021 장범준 연말 콘서트,2021-12-24,2021-12-26,6900,5950,내부,3,4,6,1,1,1,9870.415686,9046.74234,9088.03012,2021년,12월,겨울,핸드볼경기장 문화예술행사 2021 장범준 연말 콘서트 2021년 12월 겨울 내부,4352.968113
1209,KSPO DOME(체조경기장),문화예술행사,2021 TWICE 단독콘서트,2021-12-25,2021-12-26,18000,6232,내부,2,5,6,1,1,1,6682.392273,9046.74234,9088.03012,2021년,12월,겨울,KSPO DOME(체조경기장) 문화예술행사 2021 TWICE 단독콘서트 2021년 12월 겨울 내부,17773.453
1210,뮤즈라이브,문화예술행사,제아x팟캐스트비혼세 토크콘서트,2021-12-25,2021-12-25,140,162,내부,1,5,5,1,1,1,6682.392273,3467.288401,9088.03012,2021년,12월,겨울,뮤즈라이브 문화예술행사 제아x팟캐스트비혼세 토크콘서트 2021년 12월 겨울 내부,524.0236188
1211,올림픽홀,문화예술행사,"윤종신, 먼데이키즈 연말콘서트",2021-12-31,2022-01-02,5700,3358,내부,3,4,6,1,1,1,9870.415686,9046.74234,9088.03012,2021년,12월 1월,,"올림픽홀 문화예술행사 윤종신, 먼데이키즈 연말콘서트 2021년 12월 1월  내부",4244.333567
1212,핸드볼경기장,문화예술행사,BTOB 공식팬클럽 MELODY 4기 공식팬미팅,2022-01-01,2022-01-01,4400,4336,내부,1,5,5,1,1,0,6682.392273,3467.288401,8519.324324,2022년,1월,겨울,핸드볼경기장 문화예술행사 BTOB 공식팬클럽 MELODY 4기 공식팬미팅 2022년 1월 겨울 내부,7463.017017
1213,KSPO DOME(체조경기장),문화예술행사,스트릿 우먼 파이터 [ON THE STAGE] 전국투어 앵콜 콘서트,2022-01-01,2022-01-02,509,5829,내부,2,5,6,1,1,0,6682.392273,9046.74234,8519.324324,2022년,1월,겨울,KSPO DOME(체조경기장) 문화예술행사 스트릿 우먼 파이터 [ON THE STAGE] 전국투어 앵콜 콘서트 2022년 1월 겨울 내부,25779.64837
1214,우리금융아트홀,문화예술행사,뮤지컬 헬로카봇 시즌6,2022-01-05,2022-01-16,14400,8239,내부,12,2,6,1,0,0,4465.204819,9046.74234,8519.324324,2022년,1월,겨울,우리금융아트홀 문화예술행사 뮤지컬 헬로카봇 시즌6 2022년 1월 겨울 내부,17095.16883
1215,올림픽홀,문화예술행사,ATEEZ 2022 World Tour in 서울,2022-01-07,2022-01-09,5400,5763,내부,3,4,6,1,0,0,9870.415686,9046.74234,8519.324324,2022년,1월,겨울,올림픽홀 문화예술행사 ATEEZ 2022 World Tour in 서울 2022년 1월 겨울 내부,3874.228561
1216,올림픽홀,문화예술행사,2022 SF9 콘서트,2022-01-21,2022-01-23,8800,7852,내부,3,4,6,1,0,0,9870.415686,9046.74234,8519.324324,2022년,1월,겨울,올림픽홀 문화예술행사 2022 SF9 콘서트 2022년 1월 겨울 내부,5136.811724
1217,올림픽홀,대중공연,2022 이찬원 앵콜 콘서트,2022-01-28,2022-01-30,8800,7887,내부,3,4,6,1,0,0,9870.415686,9046.74234,8519.324324,2022년,1월,겨울,올림픽홀 대중공연 2022 이찬원 앵콜 콘서트 2022년 1월 겨울 내부,5144.935268
1218,올림픽홀,대중공연,라포엠(LA POEM) 두 번째 단독 콘서트,2022-02-05,2022-02-06,6000,2994,내부,2,5,6,1,0,0,6682.392273,9046.74234,5050.405063,2022년,2월,겨울,올림픽홀 대중공연 라포엠(LA POEM) 두 번째 단독 콘서트 2022년 2월 겨울 내부,5358.737075
1219,올림픽홀,문화예술행사,2022 Stray Kids 팬미팅,2022-02-12,2022-02-13,6000,4523,내부,2,5,6,1,0,0,6682.392273,9046.74234,5050.405063,2022년,2월,겨울,올림픽홀 문화예술행사 2022 Stray Kids 팬미팅 2022년 2월 겨울 내부,3998.839176
1220,핸드볼경기장,문화예술행사,2021-22 Forestella Concert - The Royal in Seoul Encore Concert,2022-02-19,2022-02-20,204,4040,내부,2,5,6,1,0,0,6682.392273,9046.74234,5050.405063,2022년,2월,겨울,핸드볼경기장 문화예술행사 2021-22 Forestella Concert - The Royal in Seoul Encore Concert 2022년 2월 겨울 내부,3687.46651
1221,올림픽홀,대중공연,청춘 콘썰트,2022-02-19,2022-02-20,6000,6056,내부,2,5,6,1,0,0,6682.392273,9046.74234,5050.405063,2022년,2월,겨울,올림픽홀 대중공연 청춘 콘썰트 2022년 2월 겨울 내부,3784.832119
1222,올림픽홀,문화예술행사,2022년 투모로우바이투게더(TXT) 팬미팅,2022-03-05,2022-03-06,6000,4377,내부,2,5,6,1,0,0,6682.392273,9046.74234,7098.186916,2022년,3월,봄,올림픽홀 문화예술행사 2022년 투모로우바이투게더(TXT) 팬미팅 2022년 3월 봄 내부,5117.983271
1223,올림픽홀,문화예술행사,2022 윤하 앵콜 콘서트(기획공연),2022-03-11,2022-03-13,6000,3933,내부,3,4,6,1,0,0,9870.415686,9046.74234,7098.186916,2022년,3월,봄,올림픽홀 문화예술행사 2022 윤하 앵콜 콘서트(기획공연) 2022년 3월 봄 내부,5413.848226
